"","wb"
"149",5.31271536254619
"150",4.68055290703889
"151",4.9856945555907
"152",5.97806220539113
"153",4.95427209597705
"154",5.56880927576159
"155",5.08754313110178
"156",5.29747811967459
"157",4.70421858702804
"158",5.053713582988
"159",5.24550682049695
"160",5.09543389806217
"161",5.59368240403944
"162",4.06856887171107
"163",4.67856096674849
"164",5.07107970608617
"165",5.75231630519261
"166",4.75211742498994
"167",5.01980439666898
"168",4.98502302610103
"169",5.46342181756298
"170",3.69125504284873
"171",4.86830126293639
"172",4.81522558410457
"173",4.68822452748216
"174",3.83009361981142
"175",3.7446389451954
"176",4.3715324270212
"177",4.83522909481192
"178",5.38578730545359
"179",5.13623838785057
"180",5.06885550709335
"181",3.62400653479347
"182",4.78028964001689
"183",5.92312028262964
"184",4.97881825365109
"185",5.10810527306855
"186",4.57887630267559
"187",5.14604412198457
"188",4.56589075363479
"189",4.03040214194345
"190",4.84097176877442
"191",5.48078165073878
"192",4.80633486713001
"193",5.16116242063143
"194",5.06914951774795
"195",4.38195765877576
"196",4.23511141266876
"197",5.33669858598708
"198",4.16934452859604
"199",4.06875818091204
"200",5.32462899095574
"201",4.30990586748712
"202",4.71824844367335
"203",5.1808645802765
"204",5.12710441126944
"205",3.8754457031518
"206",5.1949061112577
"207",5.59986562185692
"208",4.20216127398611
"209",5.07128100024371
"210",3.80516899494066
"211",4.98568166137067
"212",4.64025504698564
"213",4.5274387814564
"214",3.71242060754738
"215",5.59191541611713
"216",5.10505191331939
"217",3.57017062413582
"218",5.0082709877309
"219",5.37704087122576
"220",4.81127978785982
"221",5.54905483923524
"222",4.60155331738011
"223",5.42572423110303
"224",5.08175592042434
"225",5.30678810360477
"226",4.49336843405703
"227",3.83439761140322
"228",4.48154043298008
"229",3.55118148651622
"230",5.76606659859706
"231",5.09483721800626
"232",5.45305766457533
"233",4.53849621642935
"234",5.5844456153889
"235",5.15151753295449
"236",5.39874547248288
"237",2.37470236972
"238",4.63995556270802
"239",5.12761313527741
"240",4.7047692465033
"241",5.37055743821939
"242",4.66540802381668
"243",4.94044943329474
"244",3.78884577327202
"245",5.16242850981627
"246",4.35885337641698
"247",4.16926840527884
"248",4.33139886251845
"249",3.50194624547325
"250",4.42724154858019
"251",5.19975765902944
"252",4.64776184562352
"253",4.30585073696201
"254",4.12633206336043
"255",5.17756426805354
"256",4.24926820803747
"257",5.38517293161579
"258",5.0868749216876
"259",4.84204719047298
"260",5.35597088299062
"261",5.05151142298282
"262",3.64465613694247
"263",4.7278877243011
"264",4.41487328785616
"265",5.46396876495523
"266",4.41226094929844
"267",5.24060357771636
"268",4.98144766882714
"269",4.41003799205032
"270",5.05607942561397
"271",4.80653819323165
"272",4.42018632685972
"273",4.57823056367415
"274",3.9749419179631
"275",5.56959384310917
"276",4.55822140461036
"277",5.40485482402241
"278",4.46029686471683
"279",5.30335236394167
"280",5.05031507468734
"281",4.75992998895591
"282",4.31549947651476
"283",5.4154975450165
"284",5.10795552168528
"285",4.26497083537309
"286",5.13639271951163
"287",4.44200747959786
"288",4.57679359062948
"289",5.00665134244732
"290",4.19190935778975
"291",4.68491766456095
"292",5.12314320770371
"293",5.6400015186828
"294",4.78578172707402
"295",4.70875544279084
"296",3.66591167019716
"297",4.88266884626014
"298",4.30365777501827
"299",5.2223028564413
"300",5.26113455008743
"301",4.80157463241911
"302",4.62776291720771
"303",4.75343292474796
"304",4.87943219465645
"305",5.09971114308258
"306",4.30561901868861
"307",4.88395981995528
"308",4.28720503306413
"309",4.42411985493209
"310",5.18777699672669
"311",4.30651281818945
"312",5.31032876582091
"313",5.0809326093501
"314",5.07295871364163
"315",4.06703000960351
"316",4.0810355328932
"317",5.37989540172034
"318",4.51743484598776
"319",4.66211523694112
"320",4.52767312468687
"321",4.52390791265803
"322",5.47973645988832
"323",4.31903703639377
"324",4.81836957053363
"325",4.59007402145064
"326",5.49093042607442
"327",5.69013177495308
"328",5.18479417273046
"329",5.87977256996581
"330",4.16639001414785
"331",5.37328596769585
"332",4.98161775837138
"333",4.83495775794202
"334",5.67220540573275
"335",4.74097833496478
"336",4.81434702467819
"337",4.693045331492
"338",5.67058790498353
"339",5.35722583618293
"340",4.4556907087767
"341",5.37683923393005
"342",4.02252507534607
"343",5.39530194262682
"344",5.69742465324352
"345",4.65124801499002
"346",4.88875436918011
"347",4.64853732760523
"348",4.80055363212611
"349",5.55566288079586
"350",5.43815124991852
"351",3.31081237877811
"352",5.13893272538532
"353",4.73698833583995
"354",4.9088930318012
"355",5.21992291945524
"356",4.52352216811114
"357",5.9750953826423
"358",5.09598795030087
"359",5.14443786648017
"360",5.62755785962723
"361",3.48498081206261
"362",5.25736721705729
"363",5.24976073994426
"364",4.8536626801917
"365",4.55966913639067
"366",4.99827402706335
"367",5.52460538077138
"368",3.23902914142313
"369",5.10432471381481
"370",4.56097985398201
"371",3.88642214233667
"372",4.20284925149149
"373",5.25777801160824
"374",4.77403716248233
"375",2.63817106132625
"376",4.91790915797295
"377",5.38381857077426
"378",4.6573199609708
"379",5.36070217191362
"380",2.84011174849424
"381",4.27334877901222
"382",5.16168355776445
"383",5.2020635713366
"384",5.12369140214392
"385",5.07069136757243
"386",4.8622204484203
"387",5.78883095080434
"388",5.11723884958819
"389",5.07517547684651
"390",5.43712868090882
"391",5.05345046151007
"392",4.63766986012048
"393",5.24642563207355
"394",4.4470868572043
"395",4.78181719905029
"396",5.84335635446822
"397",4.68533947081037
"398",3.55569008913243
"399",5.16686168169142
"400",3.58689075226818
"401",5.30346014690508
"402",4.46570143985557
"403",5.41189621913963
"404",3.64505555332565
"405",4.60930455223665
"406",4.28710882726818
"407",5.82762120078988
"408",4.43314766195493
"409",5.45060750164836
"410",4.41804565874255
"411",4.78144660975711
"412",5.33023753359577
"413",5.283111428296
"414",3.60785462580638
"415",4.13047531544735
"416",4.98324832176406
"417",3.96471738129649
"418",5.05061904420456
"419",4.19438941528693
"420",5.13998699226142
"421",5.29479529935914
"422",5.15253209935281
"423",4.78403411115134
"424",5.36746344115324
"425",4.45795240405979
"426",4.52270681698726
"427",4.63656264697991
"428",5.10021867208226
"429",5.40827871146431
"430",5.71062020543643
"431",3.72234145965059
"432",4.39166549756495
"433",4.48874582491745
"434",5.29572362784881
"435",5.09124504453735
"436",5.71900501677637
"437",4.08821114604289
"438",5.0946897317745
"439",4.4899700371613
"440",4.27600202575753
"441",4.17528104712912
"442",4.40214626460281
"443",5.6714320590321
"444",4.97804212064221
"445",4.83189827886882
"446",5.93961436636948
"447",4.74463286029208
"448",4.92900867758733
"449",4.86616197125243
"450",4.78924231828084
"451",4.21168737567412
"452",5.5444736260265
"453",4.6257226247933
"454",4.23752341874892
"455",2.74504630027687
"456",5.12166206756504
"457",3.40612190691571
"458",4.47748759007404
"459",4.45886771116423
"460",4.68524064528315
"461",5.31047972026884
"462",4.16255928638137
"463",3.60838074859967
"464",4.75821700769587
"465",4.94586904771357
"466",5.10190475146821
"467",4.96709068153749
"468",5.85458929085709
"469",5.00951724150773
"470",5.11763821251839
"471",4.71846772641136
"472",5.15955446567735
"473",5.72252567237222
"474",4.73764300234052
"475",2.69219930095441
"476",4.91566028917574
"477",4.11507536236644
"478",4.20762629891148
"479",4.69529071172406
"480",4.94790000844123
"481",5.74450715984405
"482",4.21994484002875
"483",4.68887220671902
"484",4.28459175876332
"485",3.76086946783979
"486",4.07327068201612
"487",3.641763792037
"488",4.70160906786171
"489",5.38186435862148
"490",3.83457188667957
"491",5.01514028891078
"492",5.12740969100869
"493",4.27981370725099
"494",5.25013876035582
"495",4.02506765245862
"496",4.79952016754801
"497",4.59987400256911
"498",5.42610519578971
"499",5.16895532280729
"500",4.48457614802446
"501",4.91640746072901
"502",4.90723383102344
"503",5.60989741770284
"504",5.67550324564512
"505",5.09796162178341
"506",4.74973411586914
"507",5.34578487846882
"508",3.86960756135145
"509",4.26198538750008
"510",3.80185805041866
"511",5.26571936275917
"512",5.38318729350185
"513",5.22777533325449
"514",4.17412344157048
"515",4.89119746545865
"516",4.98313697392277
"517",4.61145178426755
"518",5.18449312644265
"519",3.74738387227793
"520",5.46585842110666
"521",4.78274191337714
"522",4.42609969847975
"523",4.98916551182945
"524",4.81066390594824
"525",3.65602933084742
"526",4.70421814968758
"527",4.52676753197967
"528",4.55991359034839
"529",5.12283853635494
"530",5.2141343842971
"531",4.57320578549061
"532",5.56564314667838
"533",3.03433148181657
"534",4.16229958741048
"535",4.86521987704469
"536",4.85456454674614
"537",3.45729929307726
"538",4.1976243838273
"539",4.44539075668338
"540",5.10581657945563
"541",5.06714907252595
"542",5.54554154094665
"543",4.4774580578848
"544",5.1974154825585
"545",4.1932366518891
"546",5.58531444086942
"547",4.94354575008161
"548",3.70418953471701
"549",4.97993944879707
"550",4.93153421100422
"551",5.29014332404247
"552",5.13783947292372
"553",3.3926743115421
"554",4.35366279552837
"555",5.82918530050987
"556",5.06390213273852
"557",4.65154060152445
"558",5.11035226075157
"559",5.47328728170428
"560",5.39017862916597
"561",4.57786115763667
"562",4.53765993742355
"563",5.52666525342921
"564",3.22427186098431
"565",4.28095165085241
"566",4.44898686002537
"567",4.39265836745285
"568",4.93947730177826
"569",4.06018207840899
"570",4.61852409205797
"571",4.78495205838544
"572",4.36089720396752
"573",4.32501679239748
"574",5.2909011383877
"575",3.9418073039962
"576",4.18415061911155
"577",4.10794736299281
"578",5.52067215634998
"579",4.29610356991955
"580",4.51102644234369
"581",4.4217297806694
"582",5.50288471467525
"583",5.65241661008416
"584",3.96430367527366
"585",5.31585075130492
"586",5.16871489337441
"587",5.56420783378881
"588",4.7491688077472
"589",5.37038198370232
"590",4.67378932101464
"591",4.89146220041321
"592",5.0559956910508
"593",4.17879671590452
"594",5.08129889747513
"595",4.59290043562659
"596",4.61103058482368
"597",5.31819781854031
"598",4.89246402340583
"599",5.45352782374792
"600",5.15330934967911
"601",4.60928122138475
"602",5.57941120297358
"603",4.34245427264502
"604",4.78540306026145
"605",3.57855755823107
"606",5.00921632385637
"607",5.59418777737993
"608",4.75215940382759
"609",4.9424338113647
"610",3.9900591239302
"611",3.81994298718514
"612",4.55764113499781
"613",4.85882309738326
"614",4.24341776369089
"615",4.75440391058842
"616",4.64892541506378
"617",4.47897819724373
"618",5.52544665756041
"619",5.07495712258505
"620",5.27298271098418
"621",5.64532168479068
"622",5.07013863100669
"623",5.3956051937128
"624",4.37210175352998
"625",2.31434521448625
"626",4.52141486715454
"627",4.20860377308329
"628",4.16374943224748
"629",4.80465844160837
"630",4.67378393818666
"631",5.37602807165708
"632",4.85100605834337
"633",5.50689719412797
"634",5.41014169521243
"635",4.61644044063487
"636",4.37539284908954
"637",5.66256097830511
"638",4.34296648560711
"639",4.6987956098436
"640",5.03757126649612
"641",5.36030674480114
"642",5.23149962832692
"643",4.64518525549718
"644",4.94715380481478
"645",4.52120772856724
"646",5.71637670778948
"647",5.09796673537783
"648",5.392257935508
"649",4.42508376813026
"650",4.16218958242412
"651",4.80886577026232
"652",4.73772794982149
"653",4.02066129423574
"654",4.45818142290168
"655",5.47909158672954
"656",4.81553201014276
"657",5.27442752693186
"658",4.47806281310737
"659",3.85295240285358
"660",4.87113444824734
"661",4.83680134547107
"662",5.55421679954505
"663",4.81372798178982
"664",5.82450744553522
"665",3.4991477269964
"666",4.7779278760202
"667",4.75521971953779
"668",5.70697858090473
"669",4.73125900418389
"670",5.01221478827728
"671",4.88116428852191
"672",4.76567072796936
"673",4.73454915095382
"674",5.30934781872078
"675",4.57260714183398
"676",4.81281598423909
"677",4.7081582579314
"678",5.09123494569219
"679",3.29833173909306
"680",5.47028613473774
"681",5.46924238794352
"682",5.88721172585108
"683",4.56705901099389
"684",5.1179777702442
"685",5.19445390448555
"686",4.31012664080354
"687",4.66242625053937
"688",4.47561996871545
"689",4.59015521256854
"690",4.16773944998576
"691",5.19699003104154
"692",4.1531319049834
"693",5.20530785744965
"694",5.5690528814379
"695",4.72673642023757
"696",5.02928528153107
"697",5.1178263428255
"698",4.84581305596472
"699",4.58319504152568
"700",3.72809450413484
"701",4.16727289617523
"702",4.26496667941767
"703",4.54654580832661
"704",4.86399182742668
"705",5.22575510938439
"706",4.67933709673191
"707",5.98657885564861
"708",5.01930768138768
"709",4.46945046788533
"710",4.55620316668049
"711",5.20776032450131
"712",4.94879785031324
"713",5.0261707861604
"714",4.46809483667746
"715",4.58983086498582
"716",5.03975873631614
"717",4.42920344883543
"718",5.6874558717294
"719",4.11392491971492
"720",4.69079399461038
"721",5.50060694317381
"722",2.21275129194276
"723",5.33347692474559
"724",4.03949477259168
"725",5.07223021422265
"726",5.26097132235186
"727",5.96229952002093
"728",4.28594195894532
"729",4.71381881558049
"730",5.78472668653906
"731",4.85465050876368
"732",4.42732017079035
"733",4.47662281651685
"734",4.85203138869121
"735",4.48800288349245
"736",4.30367810808758
"737",4.70819234885245
"738",5.28206486467778
"739",3.89249739463541
"740",4.48469532324169
"741",4.58022014928522
"742",4.48902740066053
"743",4.07302694567703
"744",5.15855473193395
"745",4.15694668012549
"746",4.5617694661212
"747",4.19625141098506
"748",5.13872002175799
"749",5.00576611847547
"750",4.60772244103859
"751",5.05745656460976
"752",4.85193437663862
"753",5.6775874801822
"754",5.01839092726623
"755",5.12391770288113
"756",4.61242334515303
"757",4.57361452557436
"758",4.68181440653643
"759",4.24559554878444
"760",5.06054213414519
"761",4.68842524359253
"762",5.0126152609916
"763",3.4109442180914
"764",4.34956941472344
"765",5.50191246724616
"766",4.10071500758665
"767",5.09028703720511
"768",4.65547017116401
"769",4.14879883901139
"770",5.46554538657415
"771",5.47092613648236
"772",4.49976029265784
"773",4.96096665891321
"774",5.01689654705013
"775",4.50751995191238
"776",4.3899070167168
"777",4.52987334140713
"778",3.36672614684591
"779",4.77425049803044
"780",5.39631829016209
"781",4.93039080994618
"782",4.00136711055272
"783",4.0826015902583
"784",4.55257702045274
"785",5.16175549281911
"786",5.35824595508579
"787",4.51290761249019
"788",5.19082648235843
"789",4.69567867073113
"790",5.75390355338286
"791",4.23734495851338
"792",4.18344740233445
"793",3.42486365341285
"794",3.75809668623951
"795",5.57991596568151
"796",3.77213428825279
"797",4.5462944256622
"798",4.39532119389437
"799",5.77995040590962
"800",3.45212731247024
"801",5.12687835204855
"802",5.56987532958012
"803",4.46693330261542
"804",5.02872626260429
"805",4.96502073166189
"806",5.28320380406645
"807",4.05248893911896
"808",4.78709781619777
"809",4.55683702731899
"810",5.19818046110859
"811",4.18674339863581
"812",4.375299924464
"813",2.97240471310065
"814",5.45909227331004
"815",4.30606550123939
"816",5.06403613088068
"817",4.82533634511902
"818",3.0832418349275
"819",5.29454898163841
"820",4.59015024439458
"821",5.75776862259702
"822",5.95781392181233
"823",4.06723664972999
"824",5.8230907375049
"825",4.16835951570548
"826",4.73307244621831
"827",4.40582545478941
"828",4.68509403058631
"829",5.44399688987846
"830",4.66974391532378
"831",3.73979687077623
"832",5.65208769185965
"833",4.21629097429582
"834",3.79325826656742
"835",4.5089019240619
"836",4.08230907774395
"837",4.96189619435585
"838",4.43803828970137
"839",3.77164991725469
"840",4.1637236918976
"841",4.37432517152684
"842",4.46099885860893
"843",5.48171836059931
"844",4.71114948294654
"845",5.32508852608793
"846",5.02683335147566
"847",5.017367551502
"848",5.31655820668065
"849",3.39901929208764
"850",4.50222873637054
"851",4.75379249728637
"852",5.59899281772973
"853",5.96716733456197
"854",4.71352433937362
"855",5.46200764824248
"856",5.50052151742453
"857",4.13330547198854
"858",4.86044989509452
"859",5.04056749195425
"860",4.83768586518862
"861",3.81444434113555
"862",5.65650752540249
"863",4.60448577263195
"864",3.98763896695818
"865",5.04208119139409
"866",3.46970661199033
"867",4.75048951761636
"868",5.14344721576762
"869",5.03786426333248
"870",4.62393641575157
"871",4.90034110763574
"872",5.64603382080501
"873",3.91895029154994
"874",4.15889610761686
"875",5.01145743637032
"876",5.13923318498285
"877",3.40527444401239
"878",5.15917250238807
"879",4.70307269600105
"880",4.02843231797686
"881",4.89865193275838
"882",2.39247707411626
"883",5.05036113671204
"884",4.99274087950135
"885",3.96417180288836
"886",4.54419347103667
"887",5.05777401568705
"888",5.97413255963157
"889",4.88197494462166
"890",4.8478184556216
"891",3.74248704018229
"892",4.41127873052925
"893",5.62064001684034
"894",3.87497318536548
"895",4.96821154586375
"896",3.88621711327239
"897",5.77066038183654
"898",5.72382850453478
"899",5.62239631006318
"900",5.19751552926527
"901",3.11679265715774
"902",5.10684607560541
"903",4.27054942787589
"904",4.51183891776034
"905",3.70409100996092
"906",4.78410663588386
"907",4.94132635216447
"908",5.43652526250891
"909",5.16692986997492
"910",4.69380432264024
"911",5.21135300049099
"912",4.59436917384928
"913",4.89723549190824
"914",5.37745847465942
"915",3.82452829427818
"916",5.33954430528332
"917",5.01656854669117
"918",4.19873043118985
"919",5.24905135304288
"920",5.28752710322779
"921",4.93395086159235
"922",4.59392421103967
"923",4.99695102100847
"924",5.40460330336587
"925",5.1337913759722
"926",5.23828664094544
"927",4.7005127753327
"928",4.94789861973153
"929",4.78185701157188
"930",5.56441154663798
"931",4.78439418038303
"932",5.64259813341328
"933",4.05704834268362
"934",4.07854195954833
"935",4.58466431621738
"936",3.18583092637809
"937",5.00963581690518
"938",5.28026467330781
"939",4.88638241155852
"940",5.24022510456896
"941",4.77586800571824
"942",4.5811061512394
"943",4.60878789400984
"944",4.06863878691445
"945",5.31297301406027
"946",4.76442498026124
"947",4.95602884162344
"948",3.43030223964799
"949",4.23344133665113
"950",5.58383808281605
"951",4.89502368391108
"952",5.74125090122112
"953",5.78808093393119
"954",4.12332294765546
"955",5.5068236961131
"956",4.50755945823905
"957",3.10306321487696
"958",5.15496944117322
"959",4.84534193594618
"960",5.75617194497071
"961",5.06693134262746
"962",5.15961912360305
"963",4.52290711331688
"964",5.24753049364228
"965",5.31343986239718
"966",4.0707908510787
"967",4.0022193298988
"968",4.94710188764596
"969",5.47391368107912
"970",5.28465372363855
"971",4.32894805302621
"972",5.10750125007442
"973",4.4020951000432
"974",4.82323165361945
"975",5.31713296130448
"976",5.0261592273922
"977",4.96104209993
"978",5.47207566100583
"979",5.08351422406533
"980",3.64874791893917
"981",4.96474326598854
"982",4.4304757984931
"983",4.20460465866812
"984",5.27503415627202
"985",4.28243378056719
"986",5.27483339208648
"987",4.67260971285392
"988",4.64530418233728
"989",4.0872325294646
"990",5.08785628865842
"991",5.25806824753051
"992",5.03136574873405
"993",5.20707641429724
"994",2.52797116745592
"995",4.80871151789056
"996",3.94149077634338
"997",5.07802273929797
"998",4.67781751649989
"999",5.07914720296016
"1000",5.58608518674942
"1001",4.94749741150314
"1002",5.20086305510492
"1003",4.07176515082846
"1004",4.56459225761482
"1005",4.34058484970042
"1006",5.48199168858768
"1007",3.14844343226116
"1008",4.96784909736543
"1009",4.04852262610399
"1010",3.30355560944985
"1011",4.92189273266952
"1012",4.99323774808311
"1013",5.72987147711412
"1014",5.40894119003546
"1015",5.24969217228315
"1016",4.93823597258743
"1017",5.32999701649217
"1018",4.06757094393845
"1019",4.63181988209704
"1020",6.01851191925167
"1021",4.6871416261579
"1022",5.60697964758423
"1023",5.30464844068251
"1024",4.34024927431734
"1025",5.42437454718244
"1026",5.13957864544455
"1027",4.67278580384797
"1028",4.01780979668439
"1029",4.68879288280828
"1030",4.93867081903459
"1031",5.57068481535612
"1032",4.6783109726981
"1033",4.61955731914435
"1034",4.74533122524219
"1035",4.16210011342461
"1036",4.88542696759632
"1037",4.95913153011677
"1038",4.80022209952759
"1039",4.47839988286513
"1040",5.10472601954293
"1041",5.10768645886392
"1042",4.53271149272205
"1043",5.88687704355636
"1044",5.36805990052566
"1045",4.69465450077039
"1046",5.12612495774
"1047",4.79786521985243
"1048",4.78982714688537
"1049",4.82038364630991
"1050",4.64527149531695
"1051",4.57914766644853
"1052",3.95640513789452
"1053",2.98449134299449
"1054",5.17554408011038
"1055",5.27825188347193
"1056",5.60293779034903
"1057",5.59384450603775
"1058",5.02787124609046
"1059",4.13247043169786
"1060",5.91482665447836
"1061",4.846038290722
"1062",4.61252051807671
"1063",5.31527430052122
"1064",5.77096488612576
"1065",4.55456682031014
"1066",4.76879662041448
"1067",4.34810095122229
"1068",3.98074145289947
"1069",4.63433283195765
"1070",4.99779647021244
"1071",5.24968125800558
"1072",4.44685835793541
"1073",4.94783513159538
"1074",4.21497136232766
"1075",5.60815035728492
"1076",4.25640158257643
"1077",5.55994478459451
"1078",4.68719449242724
"1079",5.09229581964928
"1080",4.6504525887354
"1081",4.63095795237926
"1082",5.39287133675534
"1083",5.64110396958243
"1084",4.17863592812945
"1085",5.33396105838342
"1086",5.00128588830027
"1087",4.77615740917047
"1088",5.20386496365128
"1089",5.39957361024071
"1090",5.09494680639456
"1091",4.87823103331715
"1092",4.12448013461334
"1093",4.26316449012849
"1094",3.97754067506837
"1095",4.45756041022819
"1096",4.43728389120281
"1097",4.73933728465381
"1098",5.0238595051025
"1099",5.74115494811441
"1100",5.37813495715714
"1101",4.75372842699212
"1102",2.85012864875866
"1103",3.82775423223433
"1104",4.87858459706851
"1105",4.83928732865182
"1106",4.93131614157773
"1107",3.5999653517965
"1108",4.62724355568702
"1109",4.77429360027006
"1110",4.59968450985735
"1111",5.14501310791073
"1112",4.89301653835557
"1113",4.26775317042672
"1114",4.25155102249524
"1115",4.98892301845412
"1116",5.14965567283796
"1117",4.90155766949429
"1118",4.12009796532312
"1119",4.6113177833212
"1120",5.15414989249987
"1121",4.19035175339557
"1122",5.36480698871487
"1123",4.71515579454844
"1124",4.74077177635705
"1125",4.92041967283841
"1126",4.4159386628691
"1127",4.81742214076322
"1128",4.4273269830097
"1129",5.26216526049299
"1130",4.04032741654841
"1131",3.92459719728594
"1132",4.71743541599627
"1133",6.01255673396382
"1134",4.73014774171684
"1135",4.4856905311863
"1136",4.88326269790776
"1137",5.47877935652708
"1138",4.37191185777399
"1139",4.87801980918752
"1140",4.52983535295568
"1141",3.37476842082089
"1142",4.11228214177041
"1143",5.45291952306531
"1144",5.35074202790097
"1145",4.58284587116532
"1146",4.67454183961498
"1147",5.27836018875564
"1148",5.20724612330134
"1149",4.50334788739806
"1150",2.67345841810205
"1151",4.81641487743459
"1152",4.75812576994588
"1153",4.49232520622289
"1154",5.01351797407425
"1155",4.2925279864435
"1156",4.14216933369411
"1157",4.54876961602475
"1158",4.91973660487194
"1159",4.80207759412311
"1160",4.63167922470161
"1161",4.96325944933729
"1162",5.46353129247209
"1163",3.3990148690712
"1164",4.66074166775856
"1165",4.95902353502774
"1166",4.24620118517385
"1167",5.41205129306796
"1168",5.47614098715023
"1169",5.39393799596687
"1170",5.41885875860176
"1171",4.67012011901972
"1172",5.48553698478003
"1173",5.71447470793977
"1174",4.82415160018543
"1175",5.13307115691262
"1176",3.88335314788591
"1177",4.10333160726909
"1178",4.74188944211403
"1179",4.27954671148353
"1180",5.05707626226632
"1181",3.75866745501544
"1182",5.90248143433079
"1183",4.55511930017762
"1184",5.46285719017093
"1185",5.75717112008224
"1186",4.88242099968207
"1187",4.07742996812403
"1188",5.02585184732785
"1189",4.29872773340066
"1190",4.2452676427288
"1191",5.53951986284695
"1192",4.98858038465995
"1193",3.92804048890644
"1194",4.68851992564468
"1195",4.28830509088364
"1196",5.18567141437583
"1197",5.87970889825492
"1198",4.68554361772928
"1199",4.67404391409168
"1200",4.78370184670229
"1201",4.73998064805459
"1202",4.83754565113003
"1203",3.21229436331891
"1204",5.39745656495743
"1205",4.18897606878077
"1206",5.0303013124538
"1207",5.39467903426079
"1208",4.94251228256159
"1209",5.55489427425246
"1210",6.08362952801927
"1211",4.70559459336365
"1212",5.57456372647013
"1213",4.72284456558686
"1214",4.89867966074188
"1215",4.97102781840381
"1216",5.32899419655209
"1217",4.68543063468838
"1218",4.5852034934282
"1219",4.08846815204601
"1220",4.31813645747671
"1221",4.98928666338051
"1222",4.56901277278774
"1223",5.23506199586225
"1224",6.30091714615419
"1225",2.99197046593469
"1226",4.59309271344519
"1227",4.50356773957816
"1228",3.82447689866439
"1229",4.95415777130674
"1230",5.46137793460654
"1231",5.1408284685911
"1232",5.25009537066229
"1233",5.0284891046886
"1234",3.69847469296475
"1235",4.92372651485878
"1236",4.33938105484211
"1237",5.62627389539717
"1238",5.40535766466514
"1239",4.33822829009011
"1240",4.94732088054991
"1241",5.13002971842805
"1242",3.55196249766902
"1243",3.03005873279631
"1244",4.59509944811307
"1245",5.72013774188599
"1246",4.61532231169039
"1247",4.55423074680107
"1248",4.8205353677098
"1249",5.30441352061827
"1250",3.40915339689516
